"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",2,0.0294068429807772,2,2.33327423496823,2,2,-0.324904298514134,-0.527728296778632,-0.493827153029819,-0.7251705639198,-0.33490976246203,1.31703473883189,2.23124219660329,2,-1.03551053996658,0.498033969147349,-0.237655378870678,-0.137160007079398,-0.595553753176014,-0.501633482963955,0.0663724734953268,-0.533675884331758,2,-0.770082742313047,-0.666074942883776,2,2,-0.159624172004039,2,-0.169808922553981,0.479951791181627,-0.631649287208863,-0.684069396657621,-0.679024882512304,0.15816913135081,2,2,2,-1.02594213286235,0.62023080376866,2,2,2,1.03185915310506,-0.859458209217161,-0.443469189889084,-0.579211573897901,-0.847152017053144,-1.00701213139595,2
"2",2,0.0294068429807772,2,0.193001752292126,2,-0.0140558033562865,-0.324904298514134,-0.527728296778632,-0.67351697615203,-0.877428051418935,-0.33490976246203,-0.362809467231288,2,2,-1.03551053996658,0.498033969147349,-0.237655378870678,-0.137160007079398,-0.730320347184548,-0.501633482963955,-0.212604859146348,-0.580068903628836,-0.8578047112715,-1.00857135331569,-0.666074942883776,-0.909347113717055,0.706590410601197,-0.159624172004039,-0.365296386046335,-0.169808922553981,-0.786700372564364,-0.685960893935991,-0.684069396657621,-0.679024882512304,0.15816913135081,-0.735198490219605,2,-0.876606827715029,-1.02594213286235,-0.225562354760065,0.54683711430977,0.525113828464126,0.524701627868597,-0.788606319716326,-0.859458209217161,-0.443469189889084,-0.756684855028203,-0.847152017053144,-1.00701213139595,2
"3",0.596648317447195,0.0294068429807772,0.0956587755559124,0.193001752292126,-0.878705562975917,-0.971159043894023,-0.584648848719049,-0.527728296778632,-0.758014359964927,-0.877428051418935,-0.33490976246203,-0.991097824141096,2,-0.743578671833136,-1.03551053996658,0.167281763116636,-0.237655378870678,-0.670212646816423,-0.730320347184548,-0.561128691490197,-0.212604859146348,-0.580068903628836,-0.8578047112715,-1.00857135331569,-1.00916884201266,-0.909347113717055,-0.764065606002956,-0.159624172004039,-0.365296386046335,-0.785957645597893,-0.806150028233592,-0.685960893935991,-0.684069396657621,-0.679024882512304,-0.0322712310774465,-0.735198490219605,-0.667115483072986,-0.876606827715029,-1.02594213286235,-0.225562354760065,-0.781562614300569,-0.349346587018537,-0.254796634510551,-0.788606319716326,-0.859458209217161,-0.551090534127588,-0.756684855028203,-0.847152017053144,-1.00701213139595,-0.689287415688121
"4",-0.615473244949896,-0.0363822174530767,-0.859036471191595,-0.310358319270413,-0.878705562975917,-0.971159043894023,-0.805690911667171,-0.527728296778632,-0.758014359964927,-0.877428051418935,-0.811122660911763,-0.991097824141096,-0.922772947624755,-0.743578671833136,-1.03551053996658,-0.084755758640718,-0.237655378870678,-0.991259792565069,-0.730320347184548,-0.561128691490197,-0.212604859146348,-0.780013288606116,-0.8578047112715,-1.00857135331569,-1.00916884201266,-0.909347113717055,-0.764065606002956,-1.00905484390684,-0.365296386046335,-0.785957645597893,-0.938280397163186,-0.885607743304213,-0.684069396657621,-0.679024882512304,-0.0322712310774465,-0.976309434366227,-0.734517563479577,-0.876606827715029,-1.02594213286235,-0.828932660235869,-0.781562614300569,-0.349346587018537,-0.721545602936065,-0.788606319716326,-0.859458209217161,-0.643561219719493,-0.99187238039128,-0.847152017053144,-1.00701213139595,-0.689287415688121
"5",-0.615473244949896,-0.0363822174530767,-0.859036471191595,-0.310358319270413,-0.878705562975917,-0.971159043894023,-0.805690911667171,-0.527728296778632,-0.758014359964927,-0.877428051418935,-0.811122660911763,-0.991097824141096,-0.922772947624755,-0.743578671833136,-1.03551053996658,-0.084755758640718,-0.237655378870678,-0.991259792565069,-0.730320347184548,-0.561128691490197,-0.212604859146348,-0.780013288606116,-0.8578047112715,-1.00857135331569,-1.00916884201266,-0.909347113717055,-1.03640813174521,-1.00905484390684,-0.365296386046335,-0.785957645597893,-0.938280397163186,-0.885607743304213,-0.77601339639249,-0.679024882512304,-0.0322712310774465,-0.976309434366227,-0.734517563479577,-0.881336248233972,-1.02594213286235,-0.828932660235869,-0.781562614300569,-0.971959980660109,-0.947557852886188,-0.788606319716326,-0.958382016586284,-0.643561219719493,-0.99187238039128,-0.847152017053144,-1.00701213139595,-0.689287415688121
"6",-0.961777642286267,-0.0363822174530767,-0.983714756539769,-0.452369764802918,-0.878705562975917,-0.971159043894023,-0.805690911667171,-0.872519843730835,-0.758014359964927,-0.877428051418935,-0.811122660911763,-0.991097824141096,-0.922772947624755,-0.756376821575258,-1.03551053996658,-0.084755758640718,-0.675546568746879,-0.991259792565069,-0.900103969173235,-0.561128691490197,-0.212604859146348,-0.780013288606116,-0.8578047112715,-1.00857135331569,-1.00916884201266,-0.909347113717055,-1.03640813174521,-1.00905484390684,-0.365296386046335,-0.785957645597893,-0.938280397163186,-0.885607743304213,-0.77601339639249,-0.771299358189698,-0.437967072202996,-0.976309434366227,-0.734517563479577,-1.02297938385243,-1.02594213286235,-0.90252117297882,-0.825154335781244,-0.971959980660109,-0.947557852886188,-0.788606319716326,-0.958382016586284,-0.704638019934303,-0.99187238039128,-0.847152017053144,-1.00701213139595,-0.689287415688121
"7",-0.961777642286267,-0.0363822174530767,-0.983714756539769,-0.852481306401496,-0.878705562975917,-0.971159043894023,-0.986649726631046,-0.872519843730835,-0.758014359964927,-0.969253771318492,-0.811122660911763,-0.991097824141096,-1.00532492146862,-0.756376821575258,-1.03551053996658,-0.856392916161238,-1.0001870628607,-0.991259792565069,-1.02996231583127,-0.561128691490197,-0.212604859146348,-0.780013288606116,-0.8578047112715,-1.00857135331569,-1.00916884201266,-0.909347113717055,-1.03640813174521,-1.00905484390684,-0.365296386046335,-0.785957645597893,-0.938280397163186,-0.932664393847123,-1.02078360959673,-0.771299358189698,-0.855409177800586,-0.976309434366227,-0.877148186814284,-1.02297938385243,-1.02594213286235,-0.90252117297882,-0.825154335781244,-0.971959980660109,-1.03749741836617,-0.788606319716326,-0.958382016586284,-0.704638019934303,-0.99187238039128,-0.847152017053144,-1.034712537581,-0.900226513883548
"8",-0.963184394300163,-0.0363822174530767,-1.02793005885499,-0.852481306401496,-1.04033479466002,-1.04215026627464,-0.986649726631046,-0.872519843730835,-0.764146714240099,-0.969253771318492,-0.855223777472835,-0.991097824141096,-1.00532492146862,-0.756376821575258,-1.03551053996658,-1.03941684572774,-1.0001870628607,-0.991259792565069,-1.02996231583127,-0.972474639090944,-0.212604859146348,-0.780013288606116,-0.8578047112715,-1.00857135331569,-1.00916884201266,-0.909347113717055,-1.03640813174521,-1.00905484390684,-0.691243432023115,-1.00465284379675,-0.938280397163186,-0.975006673344523,-1.02078360959673,-0.771299358189698,-0.855409177800586,-1.04020190053746,-0.877148186814284,-1.02297938385243,-1.02594213286235,-1.01481251893191,-0.984779346731717,-0.971959980660109,-1.03749741836617,-0.788606319716326,-0.958382016586284,-0.930953025868408,-0.99187238039128,-0.847152017053144,-1.034712537581,-0.900226513883548
"9",-0.963184394300163,-0.0363822174530767,-1.02793005885499,-0.852481306401496,-1.04033479466002,-1.04215026627464,-0.986649726631046,-0.942816110235161,-0.764146714240099,-1.03878952288699,-0.855223777472835,-1.03299740164503,-1.00532492146862,-0.756376821575258,-1.03551053996658,-1.03941684572774,-1.02211169000766,-0.991259792565069,-1.02996231583127,-0.972474639090944,-0.212604859146348,-0.780013288606116,-0.8578047112715,-1.00857135331569,-1.04594401425065,-0.909347113717055,-1.03640813174521,-1.00905484390684,-0.691243432023115,-1.00465284379675,-1.00123225812493,-0.975006673344523,-1.02078360959673,-0.771299358189698,-0.855409177800586,-1.04020190053746,-1.01785170385828,-1.02297938385243,-1.02594213286235,-1.01481251893191,-0.984779346731717,-0.971959980660109,-1.03749741836617,-0.788606319716326,-1.04118253836703,-0.930953025868408,-0.99187238039128,-0.847152017053144,-1.034712537581,-0.900226513883548
"10",-0.963184394300163,-0.0363822174530767,-1.02793005885499,-0.852481306401496,-1.04033479466002,-1.04215026627464,-0.986649726631046,-0.942816110235161,-0.932055812178684,-1.03878952288699,-0.855223777472835,-1.03299740164503,-1.00532492146862,-0.867467638886041,-1.03551053996658,-1.03941684572774,-1.04475121844689,-0.991259792565069,-1.02996231583127,-0.972474639090944,-0.212604859146348,-0.780013288606116,-0.8578047112715,-1.00857135331569,-1.04594401425065,-0.909347113717055,-1.03640813174521,-1.00905484390684,-0.691243432023115,-1.00465284379675,-1.00123225812493,-0.975006673344523,-1.02078360959673,-0.771299358189698,-0.855409177800586,-1.04020190053746,-1.01785170385828,-1.02297938385243,-1.02594213286235,-1.01481251893191,-0.984779346731717,-0.971959980660109,-1.03749741836617,-0.788606319716326,-1.04118253836703,-1.01164102583907,-1.00894999699064,-0.847152017053144,-1.034712537581,-0.900226513883548
