"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.120297600678523,-0.664579287183421,2,0.144045116848673,-1.01628580303877,-0.584612627308537,2,-0.996290020289691,1.66581439893777,-1.00440001355843,2,0.202858511956137,0.377551025769037,2,2,0.247600978068636,0.472491726722568,-0.278199546811735,-0.953811423377226,-0.0541717844575502,-0.517717933669159,-0.513058376503838,2,-0.121681333723572,1.23702007422675,2,1.81389801748876,2,2,0.295332267004731,2,2,0.378999789420629,-0.803304068103669,2,-0.8406261036265,-0.706624949496758,2,-0.611887063033106,-0.457714971981081,2,2,2,0.872273704263351,-0.776437640344336,1.00793733008256,2,0.426369944394075,-0.257140532442719,2
"2",0.120297600678523,-0.664579287183421,-0.225042943380157,-0.376981597338952,-1.01628580303877,-0.817377630741618,-0.503876297783283,-0.996290020289691,1.66581439893777,-1.00440001355843,1.00429926111576,0.202858511956137,0.000204637803826209,-0.0224024754231987,-0.934505072426323,0.247600978068636,-0.500574319678686,-0.980238894102536,-0.953811423377226,-0.0541717844575502,-0.517717933669159,-0.895080854271322,2,-0.121681333723572,-0.814841659025193,0.169022996006834,1.81389801748876,2,-0.615070616259868,-0.849083845686032,-0.61217844952992,0.494773902092017,-0.557915877303577,-0.803304068103669,2,-0.8406261036265,-1.00980207295893,-0.877210036349376,-0.930149667409753,-0.457714971981081,-0.669172895220985,-0.553864153924389,-0.993381674859707,-0.946784497480335,-0.776437640344336,0.793491902474393,2,0.426369944394075,-0.257140532442719,2
"3",-0.642752585163556,-0.667980357847236,-0.225042943380157,-0.752045019348065,-1.01628580303877,-0.882583091008865,-0.728437224406989,-0.996290020289691,0.245293313149703,-1.00440001355843,1.00429926111576,-0.338825880644537,0.000204637803826209,-0.0224024754231987,-0.934505072426323,0.247600978068636,-0.500574319678686,-0.980238894102536,-0.953811423377226,-0.689258935094505,-0.909761925964536,-0.895080854271322,-0.442899891080795,-0.648551415374913,-0.814841659025193,-0.71528092417741,-0.669984636908828,-0.305281380421525,-0.615070616259868,-0.849083845686032,-0.61217844952992,0.141183909830038,-0.971842171885494,-0.803304068103669,-0.858609938885686,-0.8406261036265,-1.00980207295893,-0.877210036349376,-0.938526613058274,-0.493216060635908,-0.669172895220985,-0.976636197947342,-0.993381674859707,-0.946784497480335,-0.776437640344336,0.469553875030642,-0.682974726040676,-0.392028076515577,-0.700391511252881,2
"4",-0.642752585163556,-0.667980357847236,-0.341890528621177,-0.752045019348065,-1.01628580303877,-0.882583091008865,-0.728437224406989,-0.996290020289691,0.245293313149703,-1.00440001355843,-0.817186881659863,-0.338825880644537,-0.81269059145495,-0.0224024754231987,-0.934505072426323,0.148147413642498,-0.500574319678686,-0.980238894102536,-0.953811423377226,-0.689258935094505,-0.909761925964536,-0.895080854271322,-0.442899891080795,-0.648551415374913,-0.82305552945804,-0.71528092417741,-0.803370918288195,-1.00293238584058,-0.615070616259868,-0.849083845686032,-0.995346638079736,-0.812624190264991,-0.971842171885494,-0.803304068103669,-0.858609938885686,-0.8406261036265,-1.00980207295893,-0.877210036349376,-0.938526613058274,-0.925743068908592,-0.669172895220985,-0.976636197947342,-0.993381674859707,-0.946784497480335,-0.776437640344336,0.0359221467657281,-0.682974726040676,-0.392028076515577,-0.700391511252881,0.100962565401316
"5",-0.642752585163556,-0.667980357847236,-0.341890528621177,-0.752045019348065,-1.01628580303877,-0.882583091008865,-0.728437224406989,-0.996290020289691,-0.687947812674851,-1.00440001355843,-0.817186881659863,-0.338825880644537,-0.81269059145495,-0.555381762871179,-0.961530242193943,0.065524078500912,-0.761366287592793,-0.980238894102536,-0.953811423377226,-0.689258935094505,-0.909761925964536,-0.895080854271322,-0.442899891080795,-0.648551415374913,-0.82305552945804,-0.71528092417741,-0.803370918288195,-1.00293238584058,-0.615070616259868,-0.849083845686032,-0.995346638079736,-0.812624190264991,-0.971842171885494,-0.803304068103669,-0.858609938885686,-0.8406261036265,-1.00980207295893,-0.877210036349376,-0.938526613058274,-0.925743068908592,-0.669172895220985,-0.976636197947342,-0.993381674859707,-0.946784497480335,-0.776437640344336,-0.766244867162925,-0.682974726040676,-0.392028076515577,-0.700391511252881,-0.921119848097914
"6",-0.642752585163556,-1.01509295633927,-0.341890528621177,-0.752045019348065,-1.01628580303877,-0.882583091008865,-0.728437224406989,-0.996290020289691,-0.806181705609733,-1.00440001355843,-0.959642102069337,-0.338825880644537,-0.81269059145495,-0.555381762871179,-0.961530242193943,0.065524078500912,-0.761366287592793,-0.980238894102536,-0.953811423377226,-0.689258935094505,-0.909761925964536,-0.895080854271322,-0.442899891080795,-0.956507191434302,-1.02055746331756,-0.71528092417741,-0.88145875462774,-1.00293238584058,-0.615070616259868,-0.849083845686032,-0.995346638079736,-0.812624190264991,-0.971842171885494,-0.803304068103669,-0.858609938885686,-0.8406261036265,-1.00980207295893,-0.877210036349376,-0.938526613058274,-0.925743068908592,-0.669172895220985,-0.976636197947342,-0.993381674859707,-1.0271882743503,-0.776437640344336,-0.766244867162925,-0.682974726040676,-0.392028076515577,-0.700391511252881,-0.921119848097914
"7",-0.683267131200798,-1.01509295633927,-0.341890528621177,-0.752045019348065,-1.01628580303877,-0.882583091008865,-0.728437224406989,-0.996290020289691,-0.932151326678928,-1.00440001355843,-0.959642102069337,-0.655766858473036,-0.885487437319007,-0.885916112245516,-0.961530242193943,-0.730384321301108,-0.761366287592793,-0.980238894102536,-0.953811423377226,-0.689258935094505,-0.909761925964536,-0.895080854271322,-0.677800550372637,-0.956507191434302,-1.02055746331756,-0.71528092417741,-0.88145875462774,-1.00293238584058,-0.755269355010244,-0.849083845686032,-0.995346638079736,-0.877963938897306,-0.971842171885494,-0.803304068103669,-0.858609938885686,-0.8406261036265,-1.00980207295893,-0.877210036349376,-0.938526613058274,-0.940014757000432,-0.762406092844693,-0.976636197947342,-0.993381674859707,-1.0271882743503,-0.776437640344336,-0.846657717282424,-0.682974726040676,-0.392028076515577,-0.866545513508661,-0.921119848097914
"8",-0.683267131200798,-1.01509295633927,-0.341890528621177,-0.752045019348065,-1.01628580303877,-0.882583091008865,-0.728437224406989,-0.996290020289691,-0.932151326678928,-1.00440001355843,-0.959642102069337,-0.655766858473036,-0.885487437319007,-0.885916112245516,-0.961530242193943,-0.730384321301108,-0.761366287592793,-0.980238894102536,-0.953811423377226,-0.689258935094505,-0.909761925964536,-0.895080854271322,-0.677800550372637,-0.956507191434302,-1.02055746331756,-0.71528092417741,-0.88145875462774,-1.00293238584058,-0.755269355010244,-0.964561010872947,-0.995346638079736,-0.877963938897306,-0.971842171885494,-0.803304068103669,-0.858609938885686,-0.8406261036265,-1.00980207295893,-1.04258114985586,-0.938526613058274,-0.940014757000432,-0.762406092844693,-0.976636197947342,-0.993381674859707,-1.0271882743503,-0.776437640344336,-0.853136475441976,-0.720032480525902,-0.392028076515577,-0.866545513508661,-0.921119848097914
"9",-0.75521339282561,-1.01509295633927,-0.949318394242937,-0.752045019348065,-1.01628580303877,-0.954173185563479,-0.990856393450487,-0.996290020289691,-0.932151326678928,-1.00440001355843,-0.959642102069337,-0.655766858473036,-0.885487437319007,-0.885916112245516,-0.961530242193943,-0.730384321301108,-0.761366287592793,-0.998005291783512,-0.953811423377226,-0.689258935094505,-0.909761925964536,-0.97160060172881,-0.677800550372637,-0.956507191434302,-1.02055746331756,-0.71528092417741,-0.88145875462774,-1.00293238584058,-0.755269355010244,-0.964561010872947,-0.995346638079736,-0.877963938897306,-0.971842171885494,-0.803304068103669,-0.858609938885686,-0.8406261036265,-1.00980207295893,-1.04258114985586,-0.938526613058274,-0.940014757000432,-0.762406092844693,-0.976636197947342,-0.993381674859707,-1.0271882743503,-0.776437640344336,-0.853136475441976,-0.720032480525902,-0.392028076515577,-0.866545513508661,-0.921119848097914
"10",-0.75521339282561,-1.01509295633927,-0.949318394242937,-0.752045019348065,-1.01628580303877,-0.954173185563479,-0.990856393450487,-0.996290020289691,-0.932151326678928,-1.00440001355843,-0.959642102069337,-0.92509412704573,-0.885487437319007,-0.885916112245516,-0.961530242193943,-0.730384321301108,-0.761366287592793,-0.998005291783512,-0.953811423377226,-0.689258935094505,-0.909761925964536,-0.97160060172881,-0.677800550372637,-0.956507191434302,-1.02055746331756,-0.99794111752201,-0.88145875462774,-1.00293238584058,-0.755269355010244,-0.964561010872947,-0.995346638079736,-0.877963938897306,-0.971842171885494,-0.803304068103669,-0.858609938885686,-0.8406261036265,-1.00980207295893,-1.04258114985586,-0.938526613058274,-0.940014757000432,-0.969926757891905,-0.976636197947342,-0.993381674859707,-1.0271882743503,-0.845204146977121,-0.853136475441976,-0.720032480525902,-0.392028076515577,-0.866545513508661,-0.921119848097914
